,Chuquisaca,La Paz,Cochabamba,Oruro,Potosí,Tarija,Santa Cruz,Beni,Pando,tipo
2021-01-05,60.00,292.00,202.00,24.00,33.00,35.00,871.00,63.00,17.00,casos
2021-01-06,139.00,287.00,232.00,77.00,66.00,62.00,689.00,112.00,49.00,casos
2021-01-07,102.00,630.00,206.00,39.00,48.00,109.00,638.00,81.00,57.00,casos
2021-01-08,164.00,668.00,322.00,58.00,19.00,43.00,783.00,134.00,72.00,casos
2021-01-09,143.00,434.00,152.00,76.00,44.00,100.00,609.00,69.00,17.00,casos
2021-01-10,83.00,443.00,108.00,65.00,28.00,0.00,327.00,26.00,18.00,casos
2021-01-11,129.00,271.00,219.00,25.00,56.00,23.00,551.00,86.00,32.00,casos
2021-01-12,88.00,244.00,173.00,132.00,29.00,69.00,588.00,117.00,33.00,casos
2021-01-13,154.00,558.00,185.00,56.00,40.00,60.00,840.00,120.00,44.00,casos
2021-01-14,165.00,529.00,187.00,107.00,126.00,80.00,816.00,164.00,24.00,casos
2021-01-15,129.00,598.00,291.00,67.00,93.00,37.00,1045.00,264.00,49.00,casos
2021-01-16,143.00,542.00,150.00,98.00,74.00,94.00,889.00,62.00,39.00,casos
2021-01-17,152.00,535.00,83.00,100.00,117.00,16.00,425.00,48.00,27.00,casos
2021-01-18,139.00,268.00,161.00,49.00,35.00,73.00,674.00,94.00,57.00,casos
2021-01-19,134.00,322.00,327.00,81.00,39.00,105.00,1111.00,182.00,56.00,casos
2021-01-20,117.00,513.00,225.00,186.00,196.00,64.00,1158.00,159.00,37.00,casos
2021-01-21,151.00,626.00,231.00,79.00,112.00,64.00,1197.00,158.00,30.00,casos
2021-01-22,164.00,284.00,139.00,161.00,119.00,165.00,696.00,125.00,11.00,casos
2021-01-23,150.00,597.00,165.00,111.00,70.00,39.00,544.00,44.00,12.00,casos
2021-01-24,114.00,340.00,54.00,57.00,49.00,9.00,384.00,31.00,10.00,casos
2021-01-25,222.00,224.00,217.00,93.00,90.00,34.00,870.00,9.00,22.00,casos
2021-01-26,243.00,555.00,196.00,171.00,46.00,120.00,947.00,93.00,19.00,casos
2021-01-27,225.00,602.00,285.00,129.00,44.00,95.00,1213.00,256.00,17.00,casos
2021-01-28,157.00,599.00,268.00,177.00,85.00,93.00,1139.00,113.00,21.00,casos
2021-01-29,236.00,697.00,249.00,157.00,107.00,113.00,978.00,112.00,17.00,casos
2021-01-30,124.00,611.00,144.00,152.00,74.00,54.00,790.00,52.00,4.00,casos
2021-01-31,149.00,582.00,85.00,162.00,75.00,8.00,338.00,27.00,12.00,casos
2021-02-01,68.00,430.00,153.00,41.00,49.00,60.00,617.00,28.00,18.00,casos
2021-02-02,80.00,619.00,180.00,107.00,102.00,110.00,851.00,61.00,17.00,casos
2021-02-03,107.00,561.00,208.00,119.00,126.00,74.00,738.00,48.00,40.00,casos
2021-02-04,146.00,330.00,220.00,122.00,166.00,52.00,637.00,77.00,37.00,casos
2021-02-05,113.00,365.00,140.00,167.00,107.00,73.00,616.00,60.00,35.00,casos
2021-02-06,69.00,322.00,128.00,124.00,60.00,40.00,414.00,28.00,33.00,casos
2021-02-07,104.00,350.00,4.00,105.00,108.00,4.00,117.00,14.00,33.00,casos
2021-02-08,92.00,286.00,135.00,45.00,71.00,98.00,477.00,6.00,10.00,casos
2021-02-09,91.00,291.00,151.00,81.00,88.00,105.00,685.00,38.00,14.00,casos
2021-02-10,94.00,410.00,191.00,118.00,125.00,100.00,665.00,43.00,25.00,casos
2021-02-11,98.00,306.00,134.00,53.00,0.00,91.00,639.00,23.00,8.00,casos
2021-02-12,89.00,316.00,95.00,36.00,139.00,63.00,471.00,24.00,11.00,casos
2021-02-13,81.00,209.00,119.00,59.00,69.00,61.00,311.00,27.00,2.00,casos
2021-02-14,97.00,222.00,50.00,39.00,47.00,13.00,215.00,10.00,3.00,casos
2021-02-15,73.00,107.00,59.00,26.00,23.00,16.00,108.00,0.00,0.00,casos
2021-02-16,100.00,251.00,52.00,50.00,14.00,6.00,75.00,7.00,7.00,casos
2021-02-17,39.00,142.00,169.00,27.00,7.00,83.00,309.00,6.00,7.00,casos
2021-02-18,58.00,134.00,146.00,96.00,27.00,82.00,446.00,29.00,11.00,casos
2021-02-19,81.00,252.00,110.00,44.00,73.00,108.00,452.00,20.00,12.00,casos
2021-02-20,72.00,290.00,83.00,142.00,42.00,54.00,361.00,46.00,5.00,casos
2021-02-21,60.00,145.00,49.00,31.00,41.00,2.00,180.00,5.00,8.00,casos
2021-02-22,53.00,163.00,107.00,49.00,61.00,81.00,349.00,15.00,6.00,casos
2021-02-23,59.00,197.00,152.00,51.00,55.00,102.00,546.00,37.00,5.00,casos
2021-02-24,69.00,209.00,163.00,143.00,48.00,97.00,564.00,35.00,11.00,casos
2021-02-25,48.00,237.00,90.00,71.00,63.00,94.00,461.00,27.00,12.00,casos
2021-02-26,67.00,237.00,144.00,100.00,46.00,92.00,352.00,21.00,10.00,casos
2021-02-27,61.00,171.00,64.00,48.00,21.00,50.00,220.00,20.00,1.00,casos
2021-02-28,72.00,93.00,40.00,37.00,19.00,17.00,177.00,8.00,0.00,casos
2021-03-01,34.00,75.00,76.00,61.00,43.00,83.00,355.00,25.00,5.00,casos
2021-03-02,88.00,84.00,98.00,35.00,24.00,90.00,339.00,27.00,5.00,casos
2021-03-03,57.00,119.00,109.00,46.00,28.00,111.00,342.00,19.00,3.00,casos
2021-03-04,71.00,141.00,124.00,105.00,34.00,73.00,407.00,12.00,2.00,casos
2021-03-05,50.00,255.00,77.00,74.00,52.00,113.00,298.00,10.00,8.00,casos
2021-03-06,49.00,132.00,100.00,44.00,18.00,27.00,256.00,24.00,3.00,casos
2021-03-07,28.00,141.00,18.00,18.00,32.00,12.00,60.00,9.00,5.00,casos
2021-03-08,33.00,84.00,63.00,42.00,10.00,72.00,136.00,11.00,12.00,casos
2021-03-09,25.00,136.00,83.00,52.00,33.00,98.00,411.00,39.00,8.00,casos
2021-03-10,47.00,120.00,102.00,68.00,23.00,123.00,315.00,31.00,12.00,casos
2021-03-11,44.00,127.00,88.00,28.00,25.00,91.00,308.00,38.00,29.00,casos
2021-03-12,61.00,135.00,78.00,100.00,29.00,89.00,513.00,55.00,24.00,casos
2021-03-13,33.00,140.00,42.00,34.00,29.00,17.00,338.00,42.00,5.00,casos
2021-03-14,39.00,76.00,22.00,11.00,22.00,26.00,152.00,31.00,6.00,casos
2021-03-15,30.00,54.00,58.00,38.00,35.00,73.00,344.00,22.00,16.00,casos
2021-03-16,34.00,108.00,86.00,47.00,42.00,92.00,425.00,79.00,16.00,casos
2021-03-17,31.00,135.00,107.00,41.00,23.00,83.00,446.00,169.00,33.00,casos
2021-03-18,63.00,123.00,64.00,35.00,55.00,82.00,353.00,68.00,42.00,casos
2021-03-19,54.00,56.00,77.00,43.00,59.00,84.00,368.00,84.00,42.00,casos
2021-03-20,65.00,74.00,45.00,34.00,8.00,22.00,286.00,62.00,7.00,casos
2021-03-21,27.00,47.00,33.00,7.00,12.00,12.00,49.00,21.00,15.00,casos
2021-03-22,39.00,43.00,72.00,22.00,13.00,73.00,231.00,46.00,34.00,casos
2021-03-23,33.00,90.00,68.00,36.00,29.00,76.00,406.00,116.00,25.00,casos
2021-03-24,64.00,93.00,123.00,35.00,14.00,92.00,394.00,118.00,40.00,casos
2021-03-25,31.00,78.00,77.00,27.00,18.00,68.00,332.00,92.00,51.00,casos
2021-03-26,40.00,53.00,95.00,50.00,8.00,91.00,392.00,73.00,76.00,casos
2021-03-27,16.00,40.00,87.00,25.00,4.00,29.00,256.00,106.00,28.00,casos
2021-03-28,46.00,76.00,38.00,17.00,16.00,12.00,57.00,33.00,31.00,casos
2021-03-29,34.00,68.00,75.00,27.00,7.00,90.00,279.00,119.00,20.00,casos
2021-03-30,33.00,101.00,109.00,51.00,12.00,90.00,523.00,97.00,56.00,casos
2021-03-31,34.00,85.00,156.00,26.00,9.00,101.00,398.00,118.00,65.00,casos
2021-04-01,46.00,139.00,128.00,35.00,18.00,98.00,352.00,63.00,37.00,casos
2021-04-02,34.00,133.00,37.00,25.00,9.00,15.00,236.00,96.00,35.00,casos
2021-04-03,45.00,70.00,46.00,9.00,0.00,36.00,251.00,40.00,23.00,casos
2021-04-04,22.00,36.00,24.00,7.00,29.00,5.00,275.00,48.00,21.00,casos
2021-04-05,15.00,88.00,96.00,26.00,12.00,80.00,426.00,90.00,51.00,casos
2021-04-06,26.00,54.00,95.00,32.00,22.00,104.00,553.00,127.00,59.00,casos
2021-04-07,39.00,110.00,144.00,44.00,8.00,106.00,511.00,71.00,43.00,casos
2021-04-08,26.00,216.00,122.00,21.00,43.00,105.00,559.00,99.00,50.00,casos
2021-04-09,53.00,158.00,142.00,73.00,23.00,109.00,740.00,98.00,46.00,casos
2021-04-10,29.00,330.00,82.00,27.00,31.00,26.00,302.00,82.00,12.00,casos
2021-04-11,27.00,189.00,29.00,14.00,4.00,12.00,154.00,78.00,18.00,casos
2021-04-12,21.00,50.00,132.00,23.00,22.00,105.00,493.00,98.00,45.00,casos
2021-04-13,37.00,127.00,141.00,47.00,28.00,92.00,447.00,147.00,33.00,casos
2021-04-14,35.00,152.00,161.00,50.00,34.00,130.00,421.00,91.00,34.00,casos
2021-04-15,42.00,154.00,154.00,57.00,12.00,7.00,280.00,76.00,41.00,casos
2021-04-16,50.00,218.00,187.00,29.00,18.00,106.00,525.00,52.00,61.00,casos
2021-04-17,38.00,280.00,98.00,39.00,1.00,56.00,611.00,33.00,29.00,casos
2021-04-18,27.00,131.00,83.00,48.00,3.00,21.00,140.00,54.00,14.00,casos
2021-04-19,65.00,82.00,178.00,36.00,40.00,139.00,611.00,112.00,33.00,casos
2021-04-20,44.00,119.00,233.00,57.00,35.00,104.00,581.00,104.00,36.00,casos
2021-04-21,55.00,124.00,274.00,59.00,30.00,101.00,664.00,53.00,26.00,casos
2021-04-22,52.00,139.00,244.00,78.00,18.00,89.00,608.00,88.00,14.00,casos
2021-04-23,46.00,350.00,246.00,65.00,19.00,131.00,541.00,65.00,38.00,casos
2021-04-24,51.00,355.00,182.00,41.00,19.00,52.00,467.00,95.00,31.00,casos
2021-04-25,46.00,146.00,105.00,32.00,9.00,6.00,104.00,12.00,14.00,casos
2021-04-26,34.00,43.00,184.00,64.00,17.00,124.00,551.00,76.00,26.00,casos
2021-04-27,48.00,136.00,325.00,74.00,24.00,124.00,620.00,98.00,31.00,casos
2021-04-28,55.00,230.00,317.00,76.00,22.00,111.00,683.00,51.00,28.00,casos
2021-04-29,61.00,381.00,379.00,85.00,69.00,115.00,661.00,129.00,21.00,casos
2021-04-30,68.00,238.00,321.00,104.00,22.00,117.00,889.00,70.00,33.00,casos
2021-05-01,61.00,242.00,212.00,55.00,21.00,31.00,216.00,87.00,8.00,casos
2021-05-02,68.00,301.00,126.00,69.00,22.00,27.00,393.00,21.00,7.00,casos
2021-05-03,43.00,236.00,354.00,29.00,23.00,144.00,546.00,26.00,22.00,casos
2021-05-04,72.00,146.00,392.00,90.00,37.00,170.00,523.00,121.00,37.00,casos
2021-05-05,105.00,250.00,440.00,134.00,52.00,130.00,533.00,170.00,21.00,casos
2021-05-06,129.00,183.00,546.00,131.00,19.00,107.00,602.00,54.00,12.00,casos
2021-05-07,138.00,211.00,515.00,130.00,36.00,125.00,726.00,62.00,20.00,casos
2021-05-08,71.00,206.00,335.00,119.00,54.00,37.00,462.00,97.00,13.00,casos
2021-05-09,105.00,293.00,202.00,108.00,28.00,23.00,275.00,27.00,2.00,casos
2021-05-10,39.00,126.00,436.00,39.00,25.00,133.00,670.00,112.00,19.00,casos
2021-05-11,115.00,177.00,727.00,166.00,29.00,183.00,848.00,102.00,22.00,casos
2021-05-12,133.00,238.00,599.00,195.00,42.00,146.00,839.00,86.00,12.00,casos
2021-05-13,97.00,237.00,685.00,180.00,67.00,148.00,813.00,117.00,12.00,casos
2021-05-14,122.00,438.00,719.00,174.00,58.00,172.00,700.00,113.00,13.00,casos
2021-05-15,132.00,362.00,376.00,196.00,47.00,55.00,553.00,56.00,6.00,casos
2021-05-16,79.00,225.00,145.00,128.00,51.00,23.00,383.00,13.00,4.00,casos
2021-05-17,76.00,285.00,641.00,39.00,40.00,202.00,798.00,150.00,26.00,casos
2021-05-18,128.00,230.00,713.00,227.00,66.00,226.00,956.00,54.00,17.00,casos
2021-05-19,166.00,324.00,773.00,218.00,81.00,210.00,913.00,52.00,29.00,casos
2021-05-20,116.00,254.00,758.00,311.00,48.00,176.00,1125.00,51.00,19.00,casos
2021-05-21,181.00,358.00,863.00,238.00,94.00,175.00,1033.00,41.00,22.00,casos
2021-05-22,154.00,353.00,442.00,253.00,71.00,111.00,672.00,54.00,7.00,casos
2021-05-23,104.00,303.00,428.00,161.00,44.00,36.00,376.00,13.00,1.00,casos
2021-05-24,128.00,303.00,769.00,115.00,41.00,277.00,820.00,36.00,28.00,casos
2021-05-25,94.00,264.00,952.00,151.00,170.00,275.00,1092.00,156.00,25.00,casos
2021-05-26,109.00,346.00,922.00,301.00,95.00,238.00,993.00,197.00,12.00,casos
2021-05-27,139.00,463.00,826.00,232.00,136.00,188.00,891.00,136.00,7.00,casos
2021-05-28,170.00,391.00,752.00,291.00,65.00,210.00,1026.00,76.00,9.00,casos
2021-05-29,114.00,532.00,423.00,166.00,103.00,76.00,645.00,82.00,3.00,casos
2021-05-30,142.00,408.00,513.00,106.00,166.00,46.00,296.00,77.00,6.00,casos
2021-05-31,259.00,316.00,915.00,177.00,74.00,185.00,758.00,97.00,24.00,casos
2021-06-01,132.00,563.00,1025.00,137.00,143.00,212.00,1102.00,89.00,36.00,casos
2021-06-02,226.00,449.00,894.00,188.00,99.00,193.00,1165.00,83.00,13.00,casos
2021-06-03,154.00,596.00,481.00,229.00,111.00,94.00,675.00,81.00,8.00,casos
2021-06-04,170.00,419.00,750.00,152.00,75.00,162.00,1067.00,179.00,26.00,casos
2021-06-05,177.00,484.00,466.00,115.00,48.00,134.00,781.00,68.00,4.00,casos
2021-06-06,96.00,544.00,332.00,118.00,98.00,31.00,182.00,20.00,7.00,casos
2021-06-07,228.00,382.00,749.00,126.00,104.00,206.00,916.00,83.00,38.00,casos
2021-06-08,216.00,370.00,779.00,149.00,160.00,239.00,981.00,71.00,16.00,casos
2021-06-09,228.00,787.00,888.00,171.00,135.00,223.00,1251.00,111.00,45.00,casos
2021-06-10,248.00,626.00,770.00,164.00,141.00,169.00,1013.00,72.00,30.00,casos
2021-06-11,189.00,663.00,744.00,209.00,182.00,180.00,935.00,113.00,29.00,casos
2021-06-12,136.00,709.00,379.00,75.00,106.00,77.00,495.00,56.00,23.00,casos
2021-06-13,180.00,554.00,322.00,84.00,44.00,33.00,350.00,25.00,15.00,casos
2021-06-14,180.00,345.00,505.00,99.00,97.00,161.00,673.00,44.00,48.00,casos
2021-06-15,227.00,337.00,705.00,116.00,94.00,182.00,838.00,44.00,28.00,casos
2021-06-16,235.00,718.00,477.00,100.00,196.00,188.00,805.00,97.00,20.00,casos
2021-06-17,231.00,508.00,648.00,113.00,132.00,149.00,832.00,38.00,31.00,casos
2021-06-18,206.00,373.00,478.00,90.00,122.00,123.00,655.00,52.00,19.00,casos
2021-06-19,167.00,604.00,272.00,63.00,97.00,49.00,364.00,28.00,4.00,casos
2021-06-20,139.00,294.00,337.00,40.00,99.00,22.00,121.00,19.00,15.00,casos
2021-06-21,113.00,213.00,188.00,34.00,47.00,24.00,115.00,17.00,13.00,casos
2021-06-22,153.00,124.00,390.00,68.00,74.00,148.00,658.00,35.00,17.00,casos
2021-06-23,154.00,419.00,469.00,79.00,166.00,148.00,738.00,84.00,13.00,casos
2021-06-24,147.00,457.00,481.00,119.00,107.00,132.00,900.00,60.00,27.00,casos
2021-06-25,214.00,359.00,407.00,89.00,134.00,116.00,764.00,78.00,21.00,casos
2021-06-26,116.00,284.00,396.00,67.00,116.00,63.00,587.00,23.00,1.00,casos
2021-06-27,120.00,136.00,268.00,66.00,39.00,14.00,260.00,11.00,8.00,casos
2021-06-28,169.00,232.00,353.00,59.00,78.00,130.00,556.00,41.00,15.00,casos
2021-06-29,176.00,507.00,445.00,42.00,150.00,129.00,557.00,40.00,9.00,casos
2021-06-30,205.00,389.00,405.00,87.00,103.00,109.00,666.00,24.00,13.00,casos
2021-07-01,137.00,270.00,373.00,71.00,92.00,103.00,558.00,47.00,11.00,casos
2021-07-02,148.00,280.00,294.00,68.00,123.00,123.00,524.00,31.00,7.00,casos
2021-07-03,111.00,491.00,167.00,25.00,40.00,42.00,311.00,19.00,0.00,casos
2021-07-04,120.00,280.00,90.00,17.00,77.00,26.00,247.00,14.00,7.00,casos
2021-07-05,124.00,231.00,272.00,30.00,39.00,150.00,528.00,4.00,16.00,casos
2021-07-06,122.00,612.00,292.00,42.00,68.00,140.00,558.00,8.00,9.00,casos
2021-07-07,168.00,239.00,287.00,28.00,122.00,116.00,490.00,11.00,13.00,casos
2021-07-08,133.00,305.00,213.00,49.00,112.00,128.00,568.00,24.00,5.00,casos
2021-07-09,151.00,213.00,228.00,71.00,70.00,120.00,572.00,20.00,7.00,casos
2021-07-10,127.00,147.00,118.00,50.00,84.00,46.00,336.00,9.00,2.00,casos
2021-07-11,74.00,119.00,92.00,28.00,43.00,24.00,258.00,7.00,1.00,casos
2021-07-12,124.00,46.00,211.00,107.00,44.00,124.00,513.00,11.00,15.00,casos
2021-07-13,173.00,140.00,201.00,49.00,83.00,165.00,536.00,22.00,10.00,casos
2021-07-14,176.00,158.00,239.00,28.00,94.00,145.00,496.00,54.00,7.00,casos
2021-07-15,189.00,188.00,242.00,33.00,54.00,114.00,524.00,14.00,9.00,casos
2021-07-16,117.00,224.00,276.00,33.00,77.00,114.00,378.00,18.00,2.00,casos
2021-07-17,141.00,190.00,169.00,27.00,51.00,53.00,241.00,22.00,2.00,casos
2021-07-18,85.00,48.00,68.00,46.00,31.00,16.00,136.00,9.00,1.00,casos
2021-07-19,147.00,37.00,198.00,8.00,30.00,148.00,396.00,5.00,2.00,casos
2021-07-20,148.00,127.00,226.00,20.00,58.00,111.00,341.00,20.00,1.00,casos
2021-07-21,122.00,188.00,278.00,35.00,63.00,105.00,360.00,19.00,4.00,casos
2021-07-22,134.00,235.00,170.00,31.00,66.00,86.00,233.00,12.00,0.00,casos
2021-07-23,139.00,208.00,155.00,33.00,71.00,80.00,331.00,6.00,2.00,casos
2021-07-24,88.00,156.00,92.00,33.00,41.00,24.00,192.00,4.00,2.00,casos
2021-07-25,90.00,139.00,51.00,22.00,9.00,17.00,119.00,1.00,0.00,casos
2021-07-26,114.00,54.00,128.00,9.00,34.00,98.00,307.00,10.00,5.00,casos
2021-07-27,84.00,123.00,171.00,10.00,70.00,83.00,281.00,19.00,1.00,casos
2021-07-28,133.00,161.00,148.00,29.00,48.00,73.00,302.00,2.00,9.00,casos
2021-07-29,76.00,239.00,218.00,35.00,54.00,89.00,298.00,16.00,4.00,casos
2021-07-30,87.00,168.00,171.00,26.00,38.00,66.00,292.00,6.00,1.00,casos
2021-07-31,58.00,183.00,81.00,22.00,55.00,41.00,248.00,3.00,2.00,casos
2021-08-01,42.00,128.00,39.00,29.00,35.00,17.00,98.00,5.00,0.00,casos
2021-08-02,57.00,39.00,136.00,3.00,31.00,96.00,267.00,7.00,3.00,casos
2021-08-03,68.00,132.00,151.00,31.00,35.00,95.00,206.00,8.00,1.00,casos
2021-08-04,61.00,111.00,191.00,24.00,74.00,69.00,285.00,15.00,2.00,casos
2021-08-05,76.00,175.00,106.00,20.00,25.00,68.00,222.00,5.00,1.00,casos
2021-08-06,95.00,119.00,80.00,23.00,56.00,17.00,69.00,8.00,0.00,casos
2021-08-07,73.00,62.00,64.00,8.00,11.00,25.00,182.00,9.00,0.00,casos
2021-08-08,96.00,63.00,56.00,6.00,16.00,14.00,110.00,6.00,0.00,casos
2021-08-09,52.00,26.00,153.00,7.00,25.00,93.00,244.00,8.00,0.00,casos
2021-08-10,44.00,82.00,171.00,27.00,42.00,115.00,300.00,5.00,2.00,casos
2021-08-11,55.00,147.00,138.00,23.00,71.00,78.00,239.00,18.00,1.00,casos
2021-08-12,61.00,179.00,117.00,15.00,35.00,53.00,242.00,12.00,3.00,casos
2021-08-13,56.00,101.00,121.00,19.00,60.00,50.00,265.00,8.00,5.00,casos
2021-08-14,45.00,167.00,53.00,33.00,23.00,55.00,118.00,6.00,0.00,casos
2021-08-15,60.00,86.00,34.00,21.00,13.00,6.00,76.00,1.00,0.00,casos
2021-08-16,52.00,41.00,123.00,6.00,41.00,110.00,207.00,13.00,4.00,casos
2021-08-17,30.00,113.00,121.00,31.00,90.00,70.00,234.00,8.00,9.00,casos
2021-08-18,65.00,135.00,122.00,13.00,50.00,97.00,221.00,10.00,2.00,casos
2021-08-19,69.00,168.00,96.00,23.00,32.00,88.00,246.00,14.00,2.00,casos
2021-08-20,57.00,143.00,107.00,32.00,29.00,91.00,272.00,7.00,4.00,casos
2021-08-21,30.00,128.00,53.00,19.00,62.00,33.00,138.00,5.00,0.00,casos
2021-08-22,31.00,75.00,34.00,14.00,16.00,7.00,62.00,9.00,1.00,casos
2021-08-23,45.00,38.00,94.00,0.00,39.00,89.00,176.00,2.00,5.00,casos
2021-08-24,45.00,64.00,114.00,16.00,41.00,76.00,227.00,5.00,2.00,casos
2021-08-25,68.00,130.00,134.00,27.00,38.00,71.00,202.00,9.00,3.00,casos
2021-08-26,42.00,145.00,73.00,25.00,27.00,82.00,130.00,3.00,3.00,casos
2021-08-27,45.00,124.00,92.00,20.00,29.00,56.00,148.00,0.00,0.00,casos
2021-08-28,31.00,117.00,46.00,26.00,30.00,33.00,71.00,0.00,1.00,casos
2021-08-29,24.00,107.00,27.00,13.00,28.00,4.00,51.00,0.00,0.00,casos
2021-08-30,27.00,38.00,69.00,2.00,34.00,71.00,166.00,3.00,1.00,casos
2021-08-31,31.00,76.00,64.00,19.00,30.00,77.00,111.00,4.00,0.00,casos
2021-09-01,37.00,106.00,55.00,27.00,27.00,70.00,131.00,7.00,1.00,casos
2021-09-02,45.00,101.00,74.00,23.00,19.00,50.00,104.00,3.00,0.00,casos
2021-09-03,31.00,128.00,80.00,37.00,29.00,55.00,89.00,8.00,4.00,casos
2021-09-04,20.00,98.00,18.00,24.00,24.00,37.00,61.00,7.00,0.00,casos
2021-09-05,21.00,52.00,21.00,32.00,9.00,10.00,22.00,4.00,0.00,casos
2021-09-06,43.00,19.00,72.00,7.00,17.00,69.00,108.00,6.00,2.00,casos
2021-09-07,35.00,55.00,65.00,14.00,48.00,55.00,118.00,10.00,3.00,casos
2021-09-08,26.00,95.00,57.00,35.00,30.00,43.00,109.00,1.00,0.00,casos
2021-09-09,24.00,78.00,73.00,15.00,31.00,48.00,99.00,11.00,0.00,casos
2021-09-10,41.00,84.00,40.00,16.00,31.00,36.00,121.00,2.00,0.00,casos
2021-09-11,14.00,97.00,19.00,10.00,16.00,15.00,58.00,1.00,0.00,casos
2021-09-12,12.00,49.00,17.00,10.00,14.00,8.00,31.00,0.00,0.00,casos
2021-09-13,21.00,13.00,45.00,3.00,29.00,38.00,86.00,2.00,0.00,casos
2021-09-14,25.00,75.00,30.00,16.00,26.00,38.00,109.00,21.00,0.00,casos
2021-09-15,36.00,132.00,57.00,18.00,29.00,49.00,96.00,2.00,1.00,casos
2021-09-16,37.00,74.00,56.00,11.00,18.00,19.00,106.00,1.00,0.00,casos
2021-09-17,26.00,66.00,40.00,13.00,30.00,28.00,142.00,1.00,0.00,casos
2021-09-18,34.00,73.00,18.00,15.00,20.00,13.00,73.00,0.00,4.00,casos
2021-09-19,35.00,50.00,18.00,7.00,2.00,3.00,35.00,0.00,0.00,casos
2021-09-20,20.00,17.00,65.00,1.00,5.00,22.00,154.00,0.00,2.00,casos
2021-09-21,35.00,48.00,39.00,8.00,17.00,35.00,104.00,4.00,0.00,casos
2021-09-22,30.00,63.00,54.00,10.00,8.00,19.00,119.00,4.00,1.00,casos
2021-09-23,36.00,72.00,54.00,5.00,12.00,30.00,135.00,2.00,1.00,casos
2021-09-24,42.00,75.00,57.00,3.00,9.00,24.00,52.00,2.00,0.00,casos
2021-09-25,33.00,46.00,9.00,5.00,21.00,23.00,58.00,0.00,0.00,casos
2021-09-26,26.00,24.00,6.00,8.00,7.00,3.00,31.00,0.00,0.00,casos
2021-09-27,25.00,17.00,42.00,3.00,7.00,51.00,159.00,1.00,2.00,casos
2021-09-28,34.00,53.00,64.00,15.00,20.00,35.00,224.00,0.00,1.00,casos
2021-09-29,30.00,66.00,85.00,7.00,19.00,31.00,194.00,8.00,2.00,casos
2021-09-30,25.00,65.00,77.00,15.00,2.00,20.00,134.00,16.00,1.00,casos
2021-10-01,20.00,75.00,64.00,8.00,7.00,45.00,158.00,1.00,0.00,casos
2021-10-02,22.00,87.00,46.00,12.00,11.00,8.00,151.00,19.00,0.00,casos
2021-10-03,21.00,54.00,20.00,20.00,5.00,3.00,60.00,0.00,0.00,casos
2021-10-04,17.00,25.00,31.00,2.00,4.00,18.00,157.00,0.00,0.00,casos
2021-10-05,28.00,77.00,66.00,9.00,10.00,37.00,197.00,2.00,5.00,casos
2021-10-06,38.00,96.00,77.00,11.00,12.00,31.00,229.00,7.00,2.00,casos
2021-10-07,45.00,89.00,100.00,16.00,9.00,28.00,184.00,0.00,1.00,casos
2021-10-08,46.00,78.00,51.00,17.00,9.00,20.00,185.00,2.00,2.00,casos
2021-10-09,45.00,67.00,32.00,9.00,15.00,11.00,122.00,2.00,0.00,casos
2021-10-10,20.00,50.00,12.00,13.00,3.00,3.00,86.00,0.00,0.00,casos
2021-10-11,36.00,9.00,53.00,0.00,13.00,19.00,69.00,0.00,0.00,casos
2021-10-12,36.00,81.00,88.00,6.00,13.00,28.00,227.00,0.00,1.00,casos
2021-10-13,68.00,73.00,115.00,10.00,16.00,23.00,248.00,3.00,0.00,casos
2021-10-14,74.00,101.00,75.00,7.00,17.00,43.00,222.00,3.00,0.00,casos
2021-10-15,64.00,75.00,61.00,12.00,10.00,26.00,199.00,4.00,0.00,casos
2021-10-16,40.00,50.00,46.00,66.00,4.00,8.00,112.00,1.00,0.00,casos
2021-10-17,10.00,51.00,24.00,4.00,15.00,1.00,70.00,0.00,2.00,casos
2021-10-18,67.00,19.00,81.00,4.00,7.00,37.00,262.00,2.00,1.00,casos
2021-10-19,60.00,55.00,102.00,6.00,13.00,46.00,259.00,4.00,4.00,casos
2021-10-20,60.00,58.00,80.00,9.00,11.00,32.00,229.00,4.00,0.00,casos
2021-10-21,40.00,56.00,106.00,16.00,15.00,38.00,262.00,3.00,0.00,casos
2021-10-22,58.00,79.00,115.00,23.00,14.00,46.00,237.00,2.00,0.00,casos
2021-10-23,51.00,102.00,50.00,19.00,17.00,9.00,185.00,0.00,0.00,casos
2021-10-24,33.00,38.00,41.00,13.00,7.00,1.00,74.00,1.00,2.00,casos
2021-10-25,48.00,33.00,98.00,2.00,2.00,57.00,307.00,3.00,2.00,casos
2021-10-26,71.00,72.00,115.00,17.00,9.00,53.00,333.00,7.00,0.00,casos
2021-10-27,47.00,91.00,137.00,16.00,18.00,46.00,347.00,3.00,2.00,casos
2021-10-28,46.00,82.00,108.00,13.00,8.00,47.00,299.00,0.00,3.00,casos
2021-10-29,70.00,83.00,98.00,10.00,5.00,59.00,320.00,0.00,7.00,casos
2021-10-30,51.00,82.00,50.00,22.00,7.00,24.00,233.00,3.00,0.00,casos
2021-10-31,19.00,42.00,17.00,23.00,6.00,6.00,113.00,0.00,0.00,casos
2021-11-01,42.00,15.00,107.00,0.00,7.00,44.00,265.00,1.00,1.00,casos
2021-11-02,16.00,47.00,62.00,13.00,7.00,6.00,234.00,1.00,1.00,casos
